slot_id,doctor_record_id,appointment_date,slot_start,slot_end,slot_status
103273,3,2026-06-20,10:20,10:30,AVAILABLE
103274,3,2026-06-20,10:30,10:40,AVAILABLE
103275,3,2026-06-20,10:40,10:50,AVAILABLE
103276,3,2026-06-20,10:50,11:00,AVAILABLE
103277,3,2026-06-20,11:00,11:10,AVAILABLE
103278,3,2026-06-20,11:10,11:20,AVAILABLE
103279,3,2026-06-20,11:20,11:30,AVAILABLE
103280,3,2026-06-20,11:30,11:40,AVAILABLE
103281,3,2026-06-20,11:40,11:50,AVAILABLE
103282,3,2026-06-20,11:50,12:00,AVAILABLE
103283,3,2026-06-20,12:00,12:10,AVAILABLE
103284,3,2026-06-20,12:10,12:20,AVAILABLE
103285,3,2026-06-20,12:20,12:30,AVAILABLE
103286,3,2026-06-20,12:30,12:40,AVAILABLE
103287,3,2026-06-20,12:40,12:50,AVAILABLE
103288,3,2026-06-20,12:50,13:00,AVAILABLE
103289,3,2026-06-20,13:00,13:10,AVAILABLE
103290,3,2026-06-20,13:10,13:20,AVAILABLE
103291,3,2026-06-20,13:20,13:30,AVAILABLE
103292,3,2026-06-20,13:30,13:40,AVAILABLE
103293,3,2026-06-20,13:40,13:50,AVAILABLE
103294,3,2026-06-20,13:50,14:00,AVAILABLE
103295,3,2026-06-20,14:00,14:10,AVAILABLE
103296,3,2026-06-20,14:10,14:20,AVAILABLE
103297,3,2026-06-20,14:20,14:30,AVAILABLE
103298,3,2026-06-20,14:30,14:40,AVAILABLE
103299,3,2026-06-20,14:40,14:50,AVAILABLE
103300,3,2026-06-20,14:50,15:00,AVAILABLE
103301,3,2026-06-20,15:00,15:10,BOOKED
103302,3,2026-06-20,15:10,15:20,AVAILABLE
103303,3,2026-06-20,15:20,15:30,AVAILABLE
103304,3,2026-06-20,15:30,15:40,AVAILABLE
103305,3,2026-06-20,15:40,15:50,AVAILABLE
103306,3,2026-06-20,15:50,16:00,AVAILABLE
103307,3,2026-06-20,16:00,16:10,AVAILABLE
103308,3,2026-06-20,16:10,16:20,AVAILABLE
103309,3,2026-06-20,16:20,16:30,AVAILABLE
103310,3,2026-06-20,16:30,16:40,AVAILABLE
103311,3,2026-06-20,16:40,16:50,AVAILABLE
103312,3,2026-06-20,16:50,17:00,AVAILABLE
103313,4,2026-06-20,09:00,09:10,BOOKED
103314,4,2026-06-20,09:10,09:20,AVAILABLE
103315,4,2026-06-20,09:20,09:30,AVAILABLE
103316,4,2026-06-20,09:30,09:40,AVAILABLE
103317,4,2026-06-20,09:40,09:50,AVAILABLE
103318,4,2026-06-20,09:50,10:00,AVAILABLE
103319,4,2026-06-20,10:00,10:10,AVAILABLE
103320,4,2026-06-20,10:10,10:20,AVAILABLE
103321,4,2026-06-20,10:20,10:30,AVAILABLE
103322,4,2026-06-20,10:30,10:40,AVAILABLE
103323,4,2026-06-20,10:40,10:50,BOOKED
103324,4,2026-06-20,10:50,11:00,AVAILABLE
103325,4,2026-06-20,11:00,11:10,AVAILABLE
103326,4,2026-06-20,11:10,11:20,AVAILABLE
103327,4,2026-06-20,11:20,11:30,BOOKED
103328,4,2026-06-20,11:30,11:40,AVAILABLE
103329,4,2026-06-20,11:40,11:50,AVAILABLE
103330,4,2026-06-20,11:50,12:00,AVAILABLE
103331,4,2026-06-20,12:00,12:10,AVAILABLE
103332,4,2026-06-20,12:10,12:20,AVAILABLE
103333,4,2026-06-20,12:20,12:30,AVAILABLE
103334,4,2026-06-20,12:30,12:40,AVAILABLE
103335,4,2026-06-20,12:40,12:50,AVAILABLE
103336,4,2026-06-20,12:50,13:00,AVAILABLE
103337,4,2026-06-20,13:00,13:10,AVAILABLE
103338,4,2026-06-20,13:10,13:20,AVAILABLE
103339,4,2026-06-20,13:20,13:30,AVAILABLE
103340,4,2026-06-20,13:30,13:40,AVAILABLE
103341,4,2026-06-20,13:40,13:50,AVAILABLE
103342,4,2026-06-20,13:50,14:00,BOOKED
103343,4,2026-06-20,14:00,14:10,AVAILABLE
103344,4,2026-06-20,14:10,14:20,AVAILABLE
103345,4,2026-06-20,14:20,14:30,AVAILABLE
103346,4,2026-06-20,14:30,14:40,AVAILABLE
103347,4,2026-06-20,14:40,14:50,AVAILABLE
103348,4,2026-06-20,14:50,15:00,AVAILABLE
103349,4,2026-06-20,15:00,15:10,AVAILABLE
103350,4,2026-06-20,15:10,15:20,AVAILABLE
103351,4,2026-06-20,15:20,15:30,AVAILABLE
103352,4,2026-06-20,15:30,15:40,AVAILABLE
103353,4,2026-06-20,15:40,15:50,AVAILABLE
103354,4,2026-06-20,15:50,16:00,AVAILABLE
103355,4,2026-06-20,16:00,16:10,BOOKED
103356,4,2026-06-20,16:10,16:20,AVAILABLE
103357,4,2026-06-20,16:20,16:30,AVAILABLE
103358,4,2026-06-20,16:30,16:40,AVAILABLE
103359,4,2026-06-20,16:40,16:50,AVAILABLE
103360,4,2026-06-20,16:50,17:00,AVAILABLE
103361,5,2026-06-20,09:00,09:10,AVAILABLE
103362,5,2026-06-20,09:10,09:20,AVAILABLE
103363,5,2026-06-20,09:20,09:30,AVAILABLE
103364,5,2026-06-20,09:30,09:40,AVAILABLE
103365,5,2026-06-20,09:40,09:50,AVAILABLE
103366,5,2026-06-20,09:50,10:00,AVAILABLE
103367,5,2026-06-20,10:00,10:10,AVAILABLE
103368,5,2026-06-20,10:10,10:20,AVAILABLE
103369,5,2026-06-20,10:20,10:30,AVAILABLE
103370,5,2026-06-20,10:30,10:40,AVAILABLE
103371,5,2026-06-20,10:40,10:50,AVAILABLE
103372,5,2026-06-20,10:50,11:00,AVAILABLE
103373,5,2026-06-20,11:00,11:10,AVAILABLE
103374,5,2026-06-20,11:10,11:20,AVAILABLE
103375,5,2026-06-20,11:20,11:30,AVAILABLE
103376,5,2026-06-20,11:30,11:40,AVAILABLE
103377,5,2026-06-20,11:40,11:50,AVAILABLE
103378,5,2026-06-20,11:50,12:00,AVAILABLE
103379,5,2026-06-20,12:00,12:10,BOOKED
103380,5,2026-06-20,12:10,12:20,AVAILABLE
103381,5,2026-06-20,12:20,12:30,AVAILABLE
103382,5,2026-06-20,12:30,12:40,AVAILABLE
103383,5,2026-06-20,12:40,12:50,AVAILABLE
103384,5,2026-06-20,12:50,13:00,AVAILABLE
103385,5,2026-06-20,13:00,13:10,AVAILABLE
103386,5,2026-06-20,13:10,13:20,AVAILABLE
103387,5,2026-06-20,13:20,13:30,AVAILABLE
103388,5,2026-06-20,13:30,13:40,AVAILABLE
103389,5,2026-06-20,13:40,13:50,AVAILABLE
103390,5,2026-06-20,13:50,14:00,AVAILABLE
103391,5,2026-06-20,14:00,14:10,AVAILABLE
103392,5,2026-06-20,14:10,14:20,AVAILABLE
103393,5,2026-06-20,14:20,14:30,BOOKED
103394,5,2026-06-20,14:30,14:40,AVAILABLE
103395,5,2026-06-20,14:40,14:50,AVAILABLE
103396,5,2026-06-20,14:50,15:00,AVAILABLE
103397,5,2026-06-20,15:00,15:10,AVAILABLE
103398,5,2026-06-20,15:10,15:20,AVAILABLE
103399,5,2026-06-20,15:20,15:30,AVAILABLE
103400,5,2026-06-20,15:30,15:40,AVAILABLE
103401,5,2026-06-20,15:40,15:50,AVAILABLE
103402,5,2026-06-20,15:50,16:00,AVAILABLE
103403,5,2026-06-20,16:00,16:10,AVAILABLE
103404,5,2026-06-20,16:10,16:20,AVAILABLE
103405,5,2026-06-20,16:20,16:30,AVAILABLE
103406,5,2026-06-20,16:30,16:40,AVAILABLE
103407,5,2026-06-20,16:40,16:50,AVAILABLE
103408,5,2026-06-20,16:50,17:00,AVAILABLE
103409,6,2026-06-20,09:00,09:10,AVAILABLE
103410,6,2026-06-20,09:10,09:20,AVAILABLE
103411,6,2026-06-20,09:20,09:30,AVAILABLE
103412,6,2026-06-20,09:30,09:40,AVAILABLE
103413,6,2026-06-20,09:40,09:50,AVAILABLE
103414,6,2026-06-20,09:50,10:00,AVAILABLE
103415,6,2026-06-20,10:00,10:10,AVAILABLE
103416,6,2026-06-20,10:10,10:20,AVAILABLE
103417,6,2026-06-20,10:20,10:30,AVAILABLE
103418,6,2026-06-20,10:30,10:40,AVAILABLE
103419,6,2026-06-20,10:40,10:50,AVAILABLE
103420,6,2026-06-20,10:50,11:00,AVAILABLE
103421,6,2026-06-20,11:00,11:10,BOOKED
103422,6,2026-06-20,11:10,11:20,AVAILABLE
103423,6,2026-06-20,11:20,11:30,AVAILABLE
103424,6,2026-06-20,11:30,11:40,AVAILABLE
103425,6,2026-06-20,11:40,11:50,AVAILABLE
103426,6,2026-06-20,11:50,12:00,AVAILABLE
103427,6,2026-06-20,12:00,12:10,AVAILABLE
103428,6,2026-06-20,12:10,12:20,AVAILABLE
103429,6,2026-06-20,12:20,12:30,AVAILABLE
103430,6,2026-06-20,12:30,12:40,AVAILABLE
103431,6,2026-06-20,12:40,12:50,AVAILABLE
103432,6,2026-06-20,12:50,13:00,BOOKED
103433,6,2026-06-20,13:00,13:10,AVAILABLE
103434,6,2026-06-20,13:10,13:20,AVAILABLE
103435,6,2026-06-20,13:20,13:30,AVAILABLE
103436,6,2026-06-20,13:30,13:40,AVAILABLE
103437,6,2026-06-20,13:40,13:50,AVAILABLE
103438,6,2026-06-20,13:50,14:00,AVAILABLE
103439,6,2026-06-20,14:00,14:10,AVAILABLE
103440,6,2026-06-20,14:10,14:20,AVAILABLE
103441,6,2026-06-20,14:20,14:30,AVAILABLE
103442,6,2026-06-20,14:30,14:40,AVAILABLE
103443,6,2026-06-20,14:40,14:50,AVAILABLE
103444,6,2026-06-20,14:50,15:00,BOOKED
103445,6,2026-06-20,15:00,15:10,BOOKED
103446,6,2026-06-20,15:10,15:20,AVAILABLE
103447,6,2026-06-20,15:20,15:30,AVAILABLE
103448,6,2026-06-20,15:30,15:40,AVAILABLE
103449,6,2026-06-20,15:40,15:50,AVAILABLE
103450,6,2026-06-20,15:50,16:00,AVAILABLE
103451,6,2026-06-20,16:00,16:10,AVAILABLE
103452,6,2026-06-20,16:10,16:20,AVAILABLE
103453,6,2026-06-20,16:20,16:30,AVAILABLE
103454,6,2026-06-20,16:30,16:40,AVAILABLE
103455,6,2026-06-20,16:40,16:50,AVAILABLE
103456,6,2026-06-20,16:50,17:00,BOOKED
103457,7,2026-06-20,09:00,09:10,AVAILABLE
103458,7,2026-06-20,09:10,09:20,BOOKED
103459,7,2026-06-20,09:20,09:30,BOOKED
103460,7,2026-06-20,09:30,09:40,AVAILABLE
103461,7,2026-06-20,09:40,09:50,AVAILABLE
103462,7,2026-06-20,09:50,10:00,AVAILABLE
103463,7,2026-06-20,10:00,10:10,AVAILABLE
103464,7,2026-06-20,10:10,10:20,AVAILABLE
103465,7,2026-06-20,10:20,10:30,AVAILABLE
103466,7,2026-06-20,10:30,10:40,AVAILABLE
103467,7,2026-06-20,10:40,10:50,AVAILABLE
103468,7,2026-06-20,10:50,11:00,AVAILABLE
103469,7,2026-06-20,11:00,11:10,AVAILABLE
103470,7,2026-06-20,11:10,11:20,AVAILABLE
103471,7,2026-06-20,11:20,11:30,AVAILABLE
103472,7,2026-06-20,11:30,11:40,BOOKED
103473,7,2026-06-20,11:40,11:50,AVAILABLE
103474,7,2026-06-20,11:50,12:00,AVAILABLE
103475,7,2026-06-20,12:00,12:10,AVAILABLE
103476,7,2026-06-20,12:10,12:20,AVAILABLE
103477,7,2026-06-20,12:20,12:30,AVAILABLE
103478,7,2026-06-20,12:30,12:40,AVAILABLE
103479,7,2026-06-20,12:40,12:50,AVAILABLE
103480,7,2026-06-20,12:50,13:00,AVAILABLE
103481,7,2026-06-20,13:00,13:10,AVAILABLE
103482,7,2026-06-20,13:10,13:20,AVAILABLE
103483,7,2026-06-20,13:20,13:30,AVAILABLE
103484,7,2026-06-20,13:30,13:40,AVAILABLE
103485,7,2026-06-20,13:40,13:50,AVAILABLE
103486,7,2026-06-20,13:50,14:00,AVAILABLE
103487,7,2026-06-20,14:00,14:10,AVAILABLE
103488,7,2026-06-20,14:10,14:20,AVAILABLE
103489,7,2026-06-20,14:20,14:30,AVAILABLE
103490,7,2026-06-20,14:30,14:40,AVAILABLE
103491,7,2026-06-20,14:40,14:50,AVAILABLE
103492,7,2026-06-20,14:50,15:00,AVAILABLE
103493,7,2026-06-20,15:00,15:10,AVAILABLE
103494,7,2026-06-20,15:10,15:20,AVAILABLE
103495,7,2026-06-20,15:20,15:30,AVAILABLE
103496,7,2026-06-20,15:30,15:40,AVAILABLE
103497,7,2026-06-20,15:40,15:50,AVAILABLE
103498,7,2026-06-20,15:50,16:00,AVAILABLE
103499,7,2026-06-20,16:00,16:10,AVAILABLE
103500,7,2026-06-20,16:10,16:20,AVAILABLE
103501,7,2026-06-20,16:20,16:30,AVAILABLE
103502,7,2026-06-20,16:30,16:40,AVAILABLE
103503,7,2026-06-20,16:40,16:50,AVAILABLE
103504,7,2026-06-20,16:50,17:00,AVAILABLE
103505,8,2026-06-20,09:00,09:10,AVAILABLE
103506,8,2026-06-20,09:10,09:20,AVAILABLE
103507,8,2026-06-20,09:20,09:30,AVAILABLE
103508,8,2026-06-20,09:30,09:40,AVAILABLE
103509,8,2026-06-20,09:40,09:50,AVAILABLE
103510,8,2026-06-20,09:50,10:00,AVAILABLE
103511,8,2026-06-20,10:00,10:10,AVAILABLE
103512,8,2026-06-20,10:10,10:20,AVAILABLE
103513,8,2026-06-20,10:20,10:30,AVAILABLE
103514,8,2026-06-20,10:30,10:40,AVAILABLE
103515,8,2026-06-20,10:40,10:50,AVAILABLE
103516,8,2026-06-20,10:50,11:00,AVAILABLE
103517,8,2026-06-20,11:00,11:10,AVAILABLE
103518,8,2026-06-20,11:10,11:20,AVAILABLE
103519,8,2026-06-20,11:20,11:30,AVAILABLE
103520,8,2026-06-20,11:30,11:40,AVAILABLE
103521,8,2026-06-20,11:40,11:50,AVAILABLE
103522,8,2026-06-20,11:50,12:00,AVAILABLE
103523,8,2026-06-20,12:00,12:10,BOOKED
103524,8,2026-06-20,12:10,12:20,AVAILABLE
103525,8,2026-06-20,12:20,12:30,BOOKED
103526,8,2026-06-20,12:30,12:40,AVAILABLE
103527,8,2026-06-20,12:40,12:50,AVAILABLE
103528,8,2026-06-20,12:50,13:00,AVAILABLE
103529,8,2026-06-20,13:00,13:10,AVAILABLE
103530,8,2026-06-20,13:10,13:20,AVAILABLE
103531,8,2026-06-20,13:20,13:30,BOOKED
103532,8,2026-06-20,13:30,13:40,AVAILABLE
103533,8,2026-06-20,13:40,13:50,AVAILABLE
103534,8,2026-06-20,13:50,14:00,AVAILABLE
103535,8,2026-06-20,14:00,14:10,BOOKED
103536,8,2026-06-20,14:10,14:20,AVAILABLE
103537,8,2026-06-20,14:20,14:30,AVAILABLE
103538,8,2026-06-20,14:30,14:40,AVAILABLE
103539,8,2026-06-20,14:40,14:50,AVAILABLE
103540,8,2026-06-20,14:50,15:00,AVAILABLE
103541,8,2026-06-20,15:00,15:10,AVAILABLE
103542,8,2026-06-20,15:10,15:20,AVAILABLE
103543,8,2026-06-20,15:20,15:30,AVAILABLE
103544,8,2026-06-20,15:30,15:40,AVAILABLE
103545,8,2026-06-20,15:40,15:50,AVAILABLE
103546,8,2026-06-20,15:50,16:00,AVAILABLE
103547,8,2026-06-20,16:00,16:10,AVAILABLE
103548,8,2026-06-20,16:10,16:20,AVAILABLE
103549,8,2026-06-20,16:20,16:30,AVAILABLE
103550,8,2026-06-20,16:30,16:40,AVAILABLE
103551,8,2026-06-20,16:40,16:50,BOOKED
103552,8,2026-06-20,16:50,17:00,AVAILABLE
103553,9,2026-06-20,09:00,09:10,AVAILABLE
103554,9,2026-06-20,09:10,09:20,AVAILABLE
103555,9,2026-06-20,09:20,09:30,BOOKED
103556,9,2026-06-20,09:30,09:40,AVAILABLE
103557,9,2026-06-20,09:40,09:50,BOOKED
103558,9,2026-06-20,09:50,10:00,AVAILABLE
103559,9,2026-06-20,10:00,10:10,AVAILABLE
103560,9,2026-06-20,10:10,10:20,BOOKED
103561,9,2026-06-20,10:20,10:30,AVAILABLE
103562,9,2026-06-20,10:30,10:40,AVAILABLE
103563,9,2026-06-20,10:40,10:50,AVAILABLE
103564,9,2026-06-20,10:50,11:00,AVAILABLE
103565,9,2026-06-20,11:00,11:10,AVAILABLE
103566,9,2026-06-20,11:10,11:20,AVAILABLE
103567,9,2026-06-20,11:20,11:30,AVAILABLE
103568,9,2026-06-20,11:30,11:40,AVAILABLE
103569,9,2026-06-20,11:40,11:50,AVAILABLE
103570,9,2026-06-20,11:50,12:00,AVAILABLE
103571,9,2026-06-20,12:00,12:10,AVAILABLE
103572,9,2026-06-20,12:10,12:20,AVAILABLE
103573,9,2026-06-20,12:20,12:30,BOOKED
103574,9,2026-06-20,12:30,12:40,AVAILABLE
103575,9,2026-06-20,12:40,12:50,AVAILABLE
103576,9,2026-06-20,12:50,13:00,AVAILABLE
103577,9,2026-06-20,13:00,13:10,AVAILABLE
103578,9,2026-06-20,13:10,13:20,AVAILABLE
103579,9,2026-06-20,13:20,13:30,AVAILABLE
103580,9,2026-06-20,13:30,13:40,AVAILABLE
103581,9,2026-06-20,13:40,13:50,AVAILABLE
103582,9,2026-06-20,13:50,14:00,AVAILABLE
103583,9,2026-06-20,14:00,14:10,AVAILABLE
103584,9,2026-06-20,14:10,14:20,AVAILABLE
103585,9,2026-06-20,14:20,14:30,AVAILABLE
103586,9,2026-06-20,14:30,14:40,BOOKED
103587,9,2026-06-20,14:40,14:50,AVAILABLE
103588,9,2026-06-20,14:50,15:00,AVAILABLE
103589,9,2026-06-20,15:00,15:10,AVAILABLE
103590,9,2026-06-20,15:10,15:20,AVAILABLE
103591,9,2026-06-20,15:20,15:30,AVAILABLE
103592,9,2026-06-20,15:30,15:40,AVAILABLE
103593,9,2026-06-20,15:40,15:50,AVAILABLE
103594,9,2026-06-20,15:50,16:00,AVAILABLE
103595,9,2026-06-20,16:00,16:10,AVAILABLE
103596,9,2026-06-20,16:10,16:20,AVAILABLE
103597,9,2026-06-20,16:20,16:30,AVAILABLE
103598,9,2026-06-20,16:30,16:40,AVAILABLE
103599,9,2026-06-20,16:40,16:50,AVAILABLE
103600,9,2026-06-20,16:50,17:00,AVAILABLE
103601,10,2026-06-20,09:00,09:10,AVAILABLE
103602,10,2026-06-20,09:10,09:20,AVAILABLE
103603,10,2026-06-20,09:20,09:30,BOOKED
103604,10,2026-06-20,09:30,09:40,AVAILABLE
103605,10,2026-06-20,09:40,09:50,AVAILABLE
103606,10,2026-06-20,09:50,10:00,AVAILABLE
103607,10,2026-06-20,10:00,10:10,AVAILABLE
103608,10,2026-06-20,10:10,10:20,AVAILABLE
103609,10,2026-06-20,10:20,10:30,AVAILABLE
103610,10,2026-06-20,10:30,10:40,AVAILABLE
103611,10,2026-06-20,10:40,10:50,AVAILABLE
103612,10,2026-06-20,10:50,11:00,AVAILABLE
103613,10,2026-06-20,11:00,11:10,AVAILABLE
103614,10,2026-06-20,11:10,11:20,AVAILABLE
103615,10,2026-06-20,11:20,11:30,AVAILABLE
103616,10,2026-06-20,11:30,11:40,AVAILABLE
103617,10,2026-06-20,11:40,11:50,AVAILABLE
103618,10,2026-06-20,11:50,12:00,AVAILABLE
103619,10,2026-06-20,12:00,12:10,BOOKED
103620,10,2026-06-20,12:10,12:20,AVAILABLE
103621,10,2026-06-20,12:20,12:30,AVAILABLE
103622,10,2026-06-20,12:30,12:40,AVAILABLE
103623,10,2026-06-20,12:40,12:50,AVAILABLE
103624,10,2026-06-20,12:50,13:00,AVAILABLE
103625,10,2026-06-20,13:00,13:10,AVAILABLE
103626,10,2026-06-20,13:10,13:20,AVAILABLE
103627,10,2026-06-20,13:20,13:30,AVAILABLE
103628,10,2026-06-20,13:30,13:40,AVAILABLE
103629,10,2026-06-20,13:40,13:50,AVAILABLE
103630,10,2026-06-20,13:50,14:00,AVAILABLE
103631,10,2026-06-20,14:00,14:10,AVAILABLE
103632,10,2026-06-20,14:10,14:20,AVAILABLE
103633,10,2026-06-20,14:20,14:30,AVAILABLE
103634,10,2026-06-20,14:30,14:40,AVAILABLE
103635,10,2026-06-20,14:40,14:50,AVAILABLE
103636,10,2026-06-20,14:50,15:00,AVAILABLE
103637,10,2026-06-20,15:00,15:10,AVAILABLE
103638,10,2026-06-20,15:10,15:20,AVAILABLE
103639,10,2026-06-20,15:20,15:30,BOOKED
103640,10,2026-06-20,15:30,15:40,AVAILABLE
103641,10,2026-06-20,15:40,15:50,AVAILABLE
103642,10,2026-06-20,15:50,16:00,AVAILABLE
103643,10,2026-06-20,16:00,16:10,AVAILABLE
103644,10,2026-06-20,16:10,16:20,AVAILABLE
103645,10,2026-06-20,16:20,16:30,AVAILABLE
103646,10,2026-06-20,16:30,16:40,AVAILABLE
103647,10,2026-06-20,16:40,16:50,AVAILABLE
103648,10,2026-06-20,16:50,17:00,AVAILABLE
103649,11,2026-06-20,09:00,09:10,AVAILABLE
103650,11,2026-06-20,09:10,09:20,AVAILABLE
103651,11,2026-06-20,09:20,09:30,AVAILABLE
103652,11,2026-06-20,09:30,09:40,AVAILABLE
103653,11,2026-06-20,09:40,09:50,AVAILABLE
103654,11,2026-06-20,09:50,10:00,BOOKED
103655,11,2026-06-20,10:00,10:10,AVAILABLE
103656,11,2026-06-20,10:10,10:20,AVAILABLE
103657,11,2026-06-20,10:20,10:30,BOOKED
103658,11,2026-06-20,10:30,10:40,AVAILABLE
103659,11,2026-06-20,10:40,10:50,AVAILABLE
103660,11,2026-06-20,10:50,11:00,AVAILABLE
103661,11,2026-06-20,11:00,11:10,AVAILABLE
103662,11,2026-06-20,11:10,11:20,AVAILABLE
103663,11,2026-06-20,11:20,11:30,AVAILABLE
103664,11,2026-06-20,11:30,11:40,AVAILABLE
103665,11,2026-06-20,11:40,11:50,AVAILABLE
103666,11,2026-06-20,11:50,12:00,AVAILABLE
103667,11,2026-06-20,12:00,12:10,AVAILABLE
103668,11,2026-06-20,12:10,12:20,AVAILABLE
103669,11,2026-06-20,12:20,12:30,AVAILABLE
103670,11,2026-06-20,12:30,12:40,BOOKED
103671,11,2026-06-20,12:40,12:50,AVAILABLE
103672,11,2026-06-20,12:50,13:00,AVAILABLE
103673,11,2026-06-20,13:00,13:10,AVAILABLE
103674,11,2026-06-20,13:10,13:20,AVAILABLE
103675,11,2026-06-20,13:20,13:30,AVAILABLE
103676,11,2026-06-20,13:30,13:40,AVAILABLE
103677,11,2026-06-20,13:40,13:50,AVAILABLE
103678,11,2026-06-20,13:50,14:00,AVAILABLE
103679,11,2026-06-20,14:00,14:10,AVAILABLE
103680,11,2026-06-20,14:10,14:20,AVAILABLE
103681,11,2026-06-20,14:20,14:30,AVAILABLE
103682,11,2026-06-20,14:30,14:40,BOOKED
103683,11,2026-06-20,14:40,14:50,AVAILABLE
103684,11,2026-06-20,14:50,15:00,AVAILABLE
103685,11,2026-06-20,15:00,15:10,AVAILABLE
103686,11,2026-06-20,15:10,15:20,AVAILABLE
103687,11,2026-06-20,15:20,15:30,BOOKED
103688,11,2026-06-20,15:30,15:40,AVAILABLE
103689,11,2026-06-20,15:40,15:50,AVAILABLE
103690,11,2026-06-20,15:50,16:00,AVAILABLE
103691,11,2026-06-20,16:00,16:10,AVAILABLE
103692,11,2026-06-20,16:10,16:20,AVAILABLE
103693,11,2026-06-20,16:20,16:30,AVAILABLE
103694,11,2026-06-20,16:30,16:40,AVAILABLE
103695,11,2026-06-20,16:40,16:50,AVAILABLE
103696,11,2026-06-20,16:50,17:00,AVAILABLE
103697,1,2026-06-22,09:00,09:10,AVAILABLE
103698,1,2026-06-22,09:10,09:20,AVAILABLE
103699,1,2026-06-22,09:20,09:30,AVAILABLE
103700,1,2026-06-22,09:30,09:40,AVAILABLE
103701,1,2026-06-22,09:40,09:50,AVAILABLE
103702,1,2026-06-22,09:50,10:00,AVAILABLE
103703,1,2026-06-22,10:00,10:10,AVAILABLE
103704,1,2026-06-22,10:10,10:20,AVAILABLE
103705,1,2026-06-22,10:20,10:30,AVAILABLE
103706,1,2026-06-22,10:30,10:40,AVAILABLE
103707,1,2026-06-22,10:40,10:50,AVAILABLE
103708,1,2026-06-22,10:50,11:00,AVAILABLE
103709,1,2026-06-22,11:00,11:10,AVAILABLE
103710,1,2026-06-22,11:10,11:20,AVAILABLE
103711,1,2026-06-22,11:20,11:30,AVAILABLE
103712,1,2026-06-22,11:30,11:40,AVAILABLE
103713,1,2026-06-22,11:40,11:50,AVAILABLE
103714,1,2026-06-22,11:50,12:00,BOOKED
103715,1,2026-06-22,12:00,12:10,AVAILABLE
103716,1,2026-06-22,12:10,12:20,AVAILABLE
103717,1,2026-06-22,12:20,12:30,AVAILABLE
103718,1,2026-06-22,12:30,12:40,BOOKED
103719,1,2026-06-22,12:40,12:50,AVAILABLE
103720,1,2026-06-22,12:50,13:00,AVAILABLE
103721,1,2026-06-22,13:00,13:10,AVAILABLE
103722,1,2026-06-22,13:10,13:20,AVAILABLE
103723,1,2026-06-22,13:20,13:30,AVAILABLE
103724,1,2026-06-22,13:30,13:40,AVAILABLE
103725,1,2026-06-22,13:40,13:50,AVAILABLE
103726,1,2026-06-22,13:50,14:00,AVAILABLE
103727,1,2026-06-22,14:00,14:10,AVAILABLE
103728,1,2026-06-22,14:10,14:20,AVAILABLE
103729,1,2026-06-22,14:20,14:30,AVAILABLE
103730,1,2026-06-22,14:30,14:40,AVAILABLE
103731,1,2026-06-22,14:40,14:50,AVAILABLE
103732,1,2026-06-22,14:50,15:00,AVAILABLE
103733,1,2026-06-22,15:00,15:10,AVAILABLE
103734,1,2026-06-22,15:10,15:20,AVAILABLE
103735,1,2026-06-22,15:20,15:30,AVAILABLE
103736,1,2026-06-22,15:30,15:40,AVAILABLE
103737,1,2026-06-22,15:40,15:50,AVAILABLE
103738,1,2026-06-22,15:50,16:00,AVAILABLE
103739,1,2026-06-22,16:00,16:10,AVAILABLE
103740,1,2026-06-22,16:10,16:20,AVAILABLE
103741,1,2026-06-22,16:20,16:30,AVAILABLE
103742,1,2026-06-22,16:30,16:40,AVAILABLE
103743,1,2026-06-22,16:40,16:50,AVAILABLE
103744,1,2026-06-22,16:50,17:00,AVAILABLE
103745,2,2026-06-22,09:00,09:10,AVAILABLE
103746,2,2026-06-22,09:10,09:20,AVAILABLE
103747,2,2026-06-22,09:20,09:30,AVAILABLE
103748,2,2026-06-22,09:30,09:40,AVAILABLE
103749,2,2026-06-22,09:40,09:50,AVAILABLE
103750,2,2026-06-22,09:50,10:00,AVAILABLE
103751,2,2026-06-22,10:00,10:10,AVAILABLE
103752,2,2026-06-22,10:10,10:20,BOOKED
103753,2,2026-06-22,10:20,10:30,AVAILABLE
103754,2,2026-06-22,10:30,10:40,AVAILABLE
103755,2,2026-06-22,10:40,10:50,AVAILABLE
103756,2,2026-06-22,10:50,11:00,AVAILABLE
103757,2,2026-06-22,11:00,11:10,BOOKED
103758,2,2026-06-22,11:10,11:20,AVAILABLE
103759,2,2026-06-22,11:20,11:30,AVAILABLE
103760,2,2026-06-22,11:30,11:40,AVAILABLE
103761,2,2026-06-22,11:40,11:50,AVAILABLE
103762,2,2026-06-22,11:50,12:00,AVAILABLE
103763,2,2026-06-22,12:00,12:10,AVAILABLE
103764,2,2026-06-22,12:10,12:20,AVAILABLE
103765,2,2026-06-22,12:20,12:30,AVAILABLE
103766,2,2026-06-22,12:30,12:40,BOOKED
103767,2,2026-06-22,12:40,12:50,AVAILABLE
103768,2,2026-06-22,12:50,13:00,AVAILABLE
103769,2,2026-06-22,13:00,13:10,AVAILABLE
103770,2,2026-06-22,13:10,13:20,AVAILABLE
103771,2,2026-06-22,13:20,13:30,AVAILABLE
103772,2,2026-06-22,13:30,13:40,AVAILABLE
103773,2,2026-06-22,13:40,13:50,AVAILABLE
